user_id,timestamp,ip_address,location,device_type,login_status,session_duration,access_resource,activity_count
USR031,2025-01-29 02:16:00,180.244.42.91,"Surabaya, Indonesia",desktop,success,26.31,admin_panel,193
USR032,2025-02-06 10:12:40,36.68.109.1,"Medan, Indonesia",desktop,success,31.72,database,1643
USR012,2025-02-28 09:44:33,103.28.161.177,"Bali, Indonesia",tablet,success,42.08,dashboard,22
USR014,2025-02-25 15:56:14,103.28.173.212,"Bandung, Indonesia",tablet,success,27.88,dashboard,64
USR010,2025-02-02 11:38:37,114.121.6.30,"Yogyakarta, Indonesia",tablet,success,40.44,admin_panel,60
USR032,2025-01-14 14:23:40,103.28.78.112,"Medan, Indonesia",desktop,success,33.7,API,88
USR026,2025-02-12 14:06:00,36.68.132.57,"Makassar, Indonesia",tablet,success,33.53,API,83
USR017,2025-01-16 02:38:00,36.68.11.133,"Yogyakarta, Indonesia",desktop,success,5.42,database,34
USR037,2025-02-15 15:44:42,103.28.53.43,"Surabaya, Indonesia",tablet,success,35.25,API,94
USR040,2025-02-15 10:49:06,36.68.40.174,"Bali, Indonesia",desktop,failed,32.1,dashboard,79
USR031,2025-01-23 15:52:57,182.1.48.153,"Surabaya, Indonesia",desktop,success,7.06,API,58
USR013,2025-01-26 09:34:29,36.68.239.153,"Medan, Indonesia",mobile,failed,0.18,admin_panel,9
USR009,2025-03-19 14:30:42,104.244.39.20,"Jakarta, Indonesia",desktop,success,37.84,API,146
USR017,2025-01-29 15:25:23,180.244.186.110,"Yogyakarta, Indonesia",desktop,success,34.5,dashboard,66
USR015,2025-02-04 17:03:09,36.68.43.172,"Semarang, Indonesia",desktop,success,34.78,database,85
USR003,2025-01-28 13:09:05,114.121.182.102,"Yogyakarta, Indonesia",mobile,success,42.25,dashboard,32
USR003,2025-03-09 11:42:57,180.244.94.213,"Yogyakarta, Indonesia",mobile,success,5.81,dashboard,37
USR019,2025-03-18 16:26:16,114.121.2.182,"Semarang, Indonesia",mobile,success,5.39,API,76
USR012,2025-02-13 16:15:11,114.121.11.46,"Bali, Indonesia",tablet,success,55.09,dashboard,96
USR003,2025-01-04 11:12:53,36.68.78.62,"Yogyakarta, Indonesia",mobile,success,41.82,API,37
USR040,2025-02-27 13:46:46,182.1.66.55,"Bali, Indonesia",desktop,success,49.09,dashboard,17
USR017,2025-02-15 12:50:25,36.68.191.246,"Yogyakarta, Indonesia",desktop,success,36.08,database,38
USR022,2025-03-28 11:53:34,36.68.148.77,"Bali, Indonesia",tablet,success,19.56,dashboard,90
USR038,2025-02-16 10:05:58,180.244.167.192,"Bandung, Indonesia",tablet,success,16.04,API,56
USR003,2025-03-21 09:15:40,180.244.116.192,"Yogyakarta, Indonesia",mobile,success,58.81,API,100
USR011,2025-01-11 17:01:50,114.121.149.9,"Semarang, Indonesia",mobile,success,34.57,dashboard,68
USR023,2025-02-06 13:03:01,182.1.23.33,"Surabaya, Indonesia",desktop,success,24.19,API,13
USR031,2025-01-30 11:09:55,182.1.132.234,"Surabaya, Indonesia",desktop,success,15.08,admin_panel,52
USR035,2025-02-24 17:23:39,180.244.203.194,"Yogyakarta, Indonesia",tablet,success,35.37,API,32
USR015,2025-02-07 12:24:45,198.96.34.224,"Semarang, Indonesia",mobile,success,38.88,dashboard,81
USR032,2025-03-26 13:21:14,103.28.217.176,"Medan, Indonesia",desktop,success,46.96,API,48
USR035,2025-03-20 14:59:36,36.68.102.94,"Yogyakarta, Indonesia",tablet,success,18.22,API,48
USR031,2025-02-08 09:25:57,36.68.75.31,"Surabaya, Indonesia",desktop,failed,29.7,admin_panel,31
USR032,2025-01-11 15:51:40,36.68.184.143,"Medan, Indonesia",desktop,success,53.97,API,100
USR009,2025-03-19 16:52:00,103.28.215.95,"Jakarta, Indonesia",tablet,success,43.37,dashboard,71
USR014,2025-01-27 08:36:22,182.1.143.153,"Bandung, Indonesia",tablet,success,22.8,API,47
USR030,2025-03-03 16:40:46,182.1.214.103,"Surabaya, Indonesia",mobile,failed,0.06,dashboard,7
USR022,2025-02-18 09:27:22,180.244.210.90,"Bali, Indonesia",tablet,success,18.43,dashboard,49
USR028,2025-02-06 12:39:53,180.244.160.112,"Surabaya, Indonesia",mobile,success,22.35,database,29
USR003,2025-02-04 14:05:31,114.121.190.116,"Yogyakarta, Indonesia",mobile,success,21.64,API,32
USR032,2025-02-19 09:15:31,182.1.36.136,"Medan, Indonesia",desktop,success,5.66,dashboard,50
USR017,2025-01-23 17:52:20,180.244.101.22,"Yogyakarta, Indonesia",desktop,success,15.0,API,83
USR040,2025-02-04 17:36:39,114.121.118.60,"Bali, Indonesia",desktop,success,24.76,API,71
USR029,2025-01-25 17:58:48,180.244.22.250,"Yogyakarta, Indonesia",desktop,success,15.88,dashboard,43
USR022,2025-03-08 11:04:49,182.1.224.196,"Bali, Indonesia",tablet,success,29.56,dashboard,17
USR004,2025-01-21 14:40:00,36.68.74.121,"Surabaya, Indonesia",tablet,failed,28.95,dashboard,38
USR034,2025-03-02 16:52:48,36.68.58.172,"Makassar, Indonesia",desktop,success,18.22,API,89
USR033,2025-01-13 13:31:55,182.1.45.48,"Makassar, Indonesia",mobile,success,58.17,API,12
USR035,2025-01-15 08:41:22,182.1.188.84,"Yogyakarta, Indonesia",tablet,success,43.8,API,27
USR032,2025-01-18 11:52:24,182.1.253.105,"Medan, Indonesia",desktop,success,27.86,API,72
USR037,2025-03-12 13:04:50,180.244.112.245,"Surabaya, Indonesia",tablet,success,8.75,API,63
USR032,2025-03-25 13:11:45,182.1.182.58,"Medan, Indonesia",desktop,success,49.79,dashboard,98
USR025,2025-03-09 13:44:26,103.28.76.77,"Medan, Indonesia",tablet,success,46.49,API,38
USR025,2025-02-22 13:43:38,36.68.171.17,"Medan, Indonesia",tablet,success,35.69,dashboard,42
USR018,2025-03-23 16:14:43,180.244.28.59,"Surabaya, Indonesia",mobile,success,49.28,dashboard,18
USR004,2025-01-26 11:48:38,182.1.121.127,"Surabaya, Indonesia",tablet,success,32.74,admin_panel,44
USR039,2025-03-20 15:45:01,103.28.84.156,"Yogyakarta, Indonesia",mobile,success,13.64,dashboard,36
USR017,2025-01-23 15:04:31,114.121.201.46,"Yogyakarta, Indonesia",desktop,success,10.96,API,65
USR018,2025-03-19 09:27:11,180.244.251.94,"Surabaya, Indonesia",mobile,success,11.13,API,97
USR007,2025-02-12 17:06:52,180.244.246.177,"Jakarta, Indonesia",mobile,success,9.62,admin_panel,12
USR020,2025-03-26 17:23:30,182.1.176.109,"Makassar, Indonesia",desktop,failed,35.27,dashboard,68
USR012,2025-01-04 08:19:24,36.68.163.37,"Bali, Indonesia",tablet,success,22.83,dashboard,25
USR014,2025-01-21 14:49:25,180.244.78.31,"Bandung, Indonesia",tablet,success,49.06,API,49
USR001,2025-03-29 09:43:56,182.1.136.197,"Surabaya, Indonesia",mobile,success,11.14,dashboard,68
USR035,2025-03-06 09:03:22,198.96.248.72,"Yogyakarta, Indonesia",mobile,success,12.12,API,79
USR007,2025-02-15 15:11:03,36.68.173.152,"Jakarta, Indonesia",mobile,success,13.17,API,41
USR014,2025-03-16 16:18:02,114.121.35.77,"Bandung, Indonesia",tablet,success,43.41,API,81
USR034,2025-02-16 09:23:45,103.28.51.87,"Makassar, Indonesia",desktop,success,12.5,dashboard,65
USR033,2025-02-26 14:03:59,36.68.153.104,"Makassar, Indonesia",mobile,success,13.13,admin_panel,20
USR034,2025-02-15 17:14:10,36.68.126.169,"Makassar, Indonesia",desktop,success,34.35,API,17
USR006,2025-02-25 09:29:39,182.1.28.80,"Semarang, Indonesia",mobile,success,41.19,dashboard,11
USR001,2025-02-18 17:33:48,180.244.248.122,"Surabaya, Indonesia",mobile,success,38.24,dashboard,97
USR022,2025-01-19 17:00:17,114.121.66.139,"Bali, Indonesia",tablet,success,14.6,API,13
USR014,2025-03-15 15:32:22,198.96.70.206,"Bandung, Indonesia",mobile,success,20.36,database,38
USR005,2025-02-23 14:21:34,103.28.212.16,"Surabaya, Indonesia",tablet,success,28.11,admin_panel,84
USR022,2025-03-19 15:08:56,180.244.199.246,"Bali, Indonesia",tablet,success,56.77,API,56
USR014,2025-03-03 12:46:37,182.1.144.252,"Bandung, Indonesia",tablet,success,15.68,dashboard,32
USR019,2025-02-24 17:54:20,180.244.181.238,"Semarang, Indonesia",mobile,success,35.94,API,90
USR016,2025-01-06 17:37:12,182.1.150.203,"Medan, Indonesia",mobile,success,18.59,API,45
USR011,2025-01-22 08:26:32,36.68.167.83,"Semarang, Indonesia",mobile,success,15.43,dashboard,79
USR016,2025-01-14 10:46:57,103.28.215.237,"Medan, Indonesia",mobile,success,3.48,database,12
USR010,2025-03-09 12:29:33,36.68.45.63,"Yogyakarta, Indonesia",tablet,success,45.79,database,19
USR023,2025-01-27 11:42:06,180.244.208.250,"Surabaya, Indonesia",desktop,success,13.5,admin_panel,30
USR005,2025-01-02 12:13:02,36.68.203.130,"Surabaya, Indonesia",tablet,success,44.19,API,64
USR033,2025-03-07 15:31:02,180.244.98.83,"Makassar, Indonesia",mobile,success,57.15,dashboard,78
USR012,2025-03-29 16:01:46,103.28.107.113,"Bali, Indonesia",tablet,success,50.72,dashboard,62
USR029,2025-01-11 14:39:18,103.28.74.223,"Yogyakarta, Indonesia",desktop,success,49.42,dashboard,90
USR012,2025-02-05 12:28:56,114.121.17.158,"Bali, Indonesia",tablet,success,18.52,dashboard,62
USR025,2025-03-29 09:31:10,36.68.114.27,"Medan, Indonesia",tablet,failed,20.5,dashboard,52
USR002,2025-03-23 13:55:02,180.244.227.60,"Medan, Indonesia",mobile,success,27.01,API,20
USR002,2025-01-17 11:42:16,36.68.107.43,"Medan, Indonesia",mobile,success,10.26,admin_panel,70
USR031,2025-01-16 03:50:00,103.28.211.233,"Surabaya, Indonesia",desktop,failed,21.41,admin_panel,6
USR015,2025-03-24 10:59:31,182.1.42.75,"Semarang, Indonesia",desktop,success,9.36,API,48
USR015,2025-03-19 14:33:20,114.121.226.162,"Semarang, Indonesia",desktop,success,52.84,dashboard,34
USR026,2025-01-08 09:23:34,180.244.41.216,"Makassar, Indonesia",tablet,success,47.16,API,32
USR028,2025-01-15 16:14:41,114.121.136.212,"Surabaya, Indonesia",mobile,success,8.28,API,86
USR034,2025-03-10 11:23:27,36.68.169.160,"Makassar, Indonesia",desktop,success,51.64,API,48
USR027,2025-03-17 10:56:26,36.68.250.158,"Yogyakarta, Indonesia",tablet,success,57.33,dashboard,57
USR023,2025-01-09 08:26:30,182.1.158.145,"Surabaya, Indonesia",desktop,success,23.58,dashboard,87
USR002,2025-03-26 12:05:13,103.28.241.223,"Medan, Indonesia",mobile,success,17.07,dashboard,28
USR036,2025-03-25 14:14:20,114.121.213.235,"Medan, Indonesia",tablet,success,19.92,dashboard,57
USR005,2025-02-27 02:56:00,36.68.129.151,"Surabaya, Indonesia",tablet,success,18.51,database,140
USR033,2025-03-09 12:19:54,114.121.151.182,"Makassar, Indonesia",mobile,success,11.55,dashboard,78
USR037,2025-01-13 09:34:13,182.1.135.34,"Surabaya, Indonesia",tablet,failed,53.45,API,57
USR023,2025-01-29 11:39:16,114.121.49.232,"Surabaya, Indonesia",desktop,success,7.17,API,14
USR028,2025-02-05 14:19:30,36.68.184.65,"Surabaya, Indonesia",mobile,failed,44.65,API,88
USR029,2025-01-12 15:28:20,36.68.254.191,"Yogyakarta, Indonesia",desktop,success,10.65,dashboard,81
USR013,2025-02-06 12:34:20,103.28.60.70,"Medan, Indonesia",mobile,success,20.05,dashboard,89
USR015,2025-02-07 10:58:23,180.244.211.56,"Semarang, Indonesia",desktop,success,37.65,API,528
USR015,2025-03-05 15:09:38,180.244.74.192,"Semarang, Indonesia",desktop,success,49.07,API,86
USR003,2025-03-11 13:59:01,172.111.172.237,"Yogyakarta, Indonesia",tablet,success,33.36,API,27
USR011,2025-02-01 16:45:49,114.121.210.203,"Semarang, Indonesia",mobile,failed,29.83,API,27
USR003,2025-01-18 09:50:54,182.1.192.200,"Yogyakarta, Indonesia",mobile,success,53.38,dashboard,10
USR008,2025-02-01 14:49:28,114.121.17.51,"Yogyakarta, Indonesia",mobile,success,47.4,API,36
USR024,2025-02-06 09:41:55,36.68.196.119,"Surabaya, Indonesia",tablet,success,57.48,API,15
USR016,2025-01-08 09:03:08,198.96.92.73,"Medan, Indonesia",desktop,success,15.99,API,94
USR025,2025-01-27 14:11:52,36.68.185.3,"Medan, Indonesia",tablet,success,6.65,dashboard,47
USR039,2025-03-05 03:06:00,36.68.127.246,"Yogyakarta, Indonesia",mobile,success,4.34,database,152
USR032,2025-01-30 13:35:24,103.28.95.175,"Medan, Indonesia",desktop,success,25.9,API,47
USR007,2025-02-18 08:54:30,114.121.102.210,"Jakarta, Indonesia",mobile,success,24.23,API,39
USR036,2025-03-07 09:13:34,180.244.163.70,"Medan, Indonesia",tablet,success,43.74,dashboard,41
USR026,2025-01-11 16:34:39,114.121.142.22,"Makassar, Indonesia",tablet,success,33.12,dashboard,29
USR039,2025-02-20 16:35:05,180.244.107.192,"Yogyakarta, Indonesia",mobile,success,44.93,dashboard,92
USR026,2025-01-22 14:03:25,36.68.77.232,"Makassar, Indonesia",tablet,success,58.78,database,94
USR006,2025-01-22 08:36:40,180.244.63.165,"Semarang, Indonesia",mobile,success,15.58,API,83
USR029,2025-02-14 08:26:03,103.28.191.61,"Yogyakarta, Indonesia",desktop,success,9.49,dashboard,50
USR040,2025-03-14 12:25:35,36.68.155.74,"Bali, Indonesia",desktop,success,48.22,API,51
USR009,2025-03-31 10:15:09,180.244.126.195,"Jakarta, Indonesia",tablet,success,26.6,dashboard,90
USR004,2025-02-07 14:55:39,103.28.127.247,"Surabaya, Indonesia",tablet,success,13.78,dashboard,83
USR014,2025-01-19 13:34:10,114.121.216.247,"Bandung, Indonesia",tablet,success,29.85,dashboard,69
USR015,2025-03-12 08:53:24,182.1.214.248,"Semarang, Indonesia",desktop,success,52.68,API,40
USR014,2025-03-20 09:58:28,180.244.52.9,"Bandung, Indonesia",tablet,success,36.42,dashboard,67
USR014,2025-02-11 17:23:53,172.111.212.19,"Bandung, Indonesia",desktop,success,35.65,API,26
USR001,2025-01-21 13:32:54,182.1.107.90,"Surabaya, Indonesia",mobile,success,22.76,database,37
USR036,2025-01-07 08:49:25,182.1.42.27,"Medan, Indonesia",tablet,success,13.54,API,59
USR016,2025-02-01 15:02:58,180.244.14.179,"Medan, Indonesia",mobile,success,13.13,API,97
USR036,2025-01-17 13:23:47,180.244.190.61,"Medan, Indonesia",tablet,success,16.55,dashboard,23
USR023,2025-03-25 14:49:12,180.244.43.10,"Surabaya, Indonesia",desktop,success,26.45,API,26
USR040,2025-01-22 08:23:15,36.68.80.23,"Bali, Indonesia",desktop,failed,47.88,dashboard,60
USR009,2025-03-27 11:06:18,182.1.35.231,"Jakarta, Indonesia",tablet,success,31.72,dashboard,94
USR001,2025-02-02 11:39:55,103.28.115.234,"Surabaya, Indonesia",mobile,success,44.02,dashboard,85
USR023,2025-01-07 12:48:52,36.68.26.43,"Surabaya, Indonesia",desktop,success,31.19,API,78
USR004,2025-02-04 14:04:34,103.28.92.50,"Surabaya, Indonesia",tablet,success,18.75,dashboard,11
USR031,2025-02-25 08:37:51,180.244.128.64,"Surabaya, Indonesia",desktop,success,18.11,dashboard,16
USR009,2025-02-26 13:32:54,182.1.160.96,"Jakarta, Indonesia",tablet,success,27.73,API,97
USR033,2025-01-29 15:49:40,114.121.141.14,"Makassar, Indonesia",mobile,success,48.81,API,70
USR001,2025-01-13 11:58:32,103.28.187.179,"Surabaya, Indonesia",mobile,success,29.18,database,33
USR007,2025-02-25 16:01:00,103.28.59.4,"Jakarta, Indonesia",mobile,success,31.24,API,94
USR033,2025-03-28 13:56:03,36.68.196.94,"Makassar, Indonesia",mobile,success,7.25,dashboard,92
USR027,2025-01-05 12:55:05,103.28.241.189,"Yogyakarta, Indonesia",tablet,success,51.26,API,22
USR017,2025-03-22 09:46:04,36.68.15.209,"Yogyakarta, Indonesia",desktop,success,27.28,API,14
USR014,2025-01-18 17:35:13,182.1.183.72,"Bandung, Indonesia",tablet,success,39.23,dashboard,42
USR030,2025-03-20 10:53:37,36.68.54.30,"Surabaya, Indonesia",mobile,success,48.95,dashboard,35
USR036,2025-01-06 14:42:12,180.244.199.230,"Medan, Indonesia",tablet,success,42.89,API,90
USR005,2025-01-15 15:38:34,36.68.123.184,"Surabaya, Indonesia",tablet,success,28.61,API,40
USR010,2025-03-05 12:32:45,180.244.212.214,"Yogyakarta, Indonesia",tablet,success,30.97,API,28
USR010,2025-01-01 11:01:14,103.28.197.38,"Yogyakarta, Indonesia",tablet,success,20.78,admin_panel,97
USR005,2025-01-11 13:38:09,36.68.64.71,"Surabaya, Indonesia",tablet,success,37.2,API,58
USR012,2025-02-16 16:14:07,114.121.71.61,"Bali, Indonesia",tablet,success,6.45,API,57
USR029,2025-02-23 12:13:48,182.1.58.89,"Yogyakarta, Indonesia",desktop,success,20.58,API,72
USR009,2025-02-11 17:20:10,103.28.153.152,"Jakarta, Indonesia",tablet,success,50.56,API,100
USR030,2025-01-23 10:53:25,36.68.42.107,"Surabaya, Indonesia",mobile,success,21.37,API,68
USR010,2025-03-05 10:55:13,182.1.11.76,"Yogyakarta, Indonesia",tablet,success,42.53,admin_panel,70
USR025,2025-03-04 12:41:37,36.68.209.227,"Medan, Indonesia",tablet,success,55.69,dashboard,82
USR008,2025-03-23 12:23:39,114.121.112.246,"Yogyakarta, Indonesia",mobile,success,13.43,API,87
USR024,2025-01-29 03:17:00,180.244.157.215,"Surabaya, Indonesia",tablet,failed,27.37,admin_panel,6
USR026,2025-02-05 08:36:55,36.68.254.214,"Makassar, Indonesia",tablet,success,20.74,API,87
USR028,2025-02-20 08:47:39,114.121.230.152,"Surabaya, Indonesia",mobile,success,5.24,dashboard,45
USR030,2025-03-10 13:29:50,103.28.28.214,"Surabaya, Indonesia",mobile,success,36.07,API,81
USR022,2025-02-21 11:25:02,36.68.128.30,"Bali, Indonesia",tablet,success,12.51,API,69
USR018,2025-02-17 15:32:25,36.68.15.62,"Surabaya, Indonesia",mobile,success,37.67,dashboard,70
USR038,2025-03-25 08:30:41,182.1.76.222,"Bandung, Indonesia",tablet,success,17.48,API,70
USR007,2025-02-27 15:15:05,182.1.6.178,"Jakarta, Indonesia",mobile,success,57.25,dashboard,47
USR033,2025-02-11 09:25:42,36.68.94.252,"Makassar, Indonesia",mobile,success,22.8,dashboard,43
USR014,2025-03-11 16:48:16,182.1.247.160,"Bandung, Indonesia",tablet,success,12.77,API,12
USR009,2025-03-03 15:32:43,182.1.63.104,"Jakarta, Indonesia",tablet,success,15.46,API,10
USR029,2025-01-16 11:13:51,182.1.179.221,"Yogyakarta, Indonesia",desktop,success,39.8,dashboard,27
USR018,2025-01-24 11:31:47,114.121.120.189,"Surabaya, Indonesia",mobile,success,19.6,dashboard,41
USR037,2025-01-24 09:44:11,180.244.150.120,"Surabaya, Indonesia",tablet,success,9.16,API,45
USR017,2025-01-06 02:03:00,180.244.38.68,"Yogyakarta, Indonesia",desktop,success,18.77,database,74
USR027,2025-03-04 16:55:23,36.68.81.17,"Yogyakarta, Indonesia",tablet,success,32.87,dashboard,77
USR025,2025-03-28 10:21:11,180.244.246.18,"Medan, Indonesia",tablet,success,38.47,API,58
USR035,2025-01-21 09:28:22,182.1.153.164,"Yogyakarta, Indonesia",tablet,failed,42.97,API,48
USR036,2025-03-04 10:03:23,36.68.218.23,"Medan, Indonesia",tablet,success,41.41,API,35
USR029,2025-02-10 09:19:02,36.68.11.218,"Yogyakarta, Indonesia",desktop,success,11.01,API,41
USR020,2025-02-05 08:35:37,114.121.218.143,"Makassar, Indonesia",desktop,success,58.48,admin_panel,95
USR029,2025-02-18 10:40:36,182.1.102.51,"Yogyakarta, Indonesia",desktop,success,7.81,database,48
USR008,2025-03-27 10:59:34,103.28.46.204,"Yogyakarta, Indonesia",mobile,success,52.96,admin_panel,86
USR018,2025-02-20 02:37:00,182.1.159.43,"Surabaya, Indonesia",mobile,failed,28.66,API,119
USR018,2025-03-22 14:24:28,36.68.47.104,"Surabaya, Indonesia",mobile,success,20.3,admin_panel,57
USR024,2025-01-07 11:54:29,180.244.242.184,"Surabaya, Indonesia",tablet,success,44.38,dashboard,94
USR011,2025-02-22 15:30:41,114.121.147.83,"Semarang, Indonesia",mobile,success,8.25,API,93
USR009,2025-03-16 16:43:51,114.121.70.80,"Jakarta, Indonesia",tablet,success,54.43,admin_panel,65
USR010,2025-02-17 10:34:49,182.1.0.154,"Yogyakarta, Indonesia",tablet,success,6.07,admin_panel,49
USR018,2025-02-07 14:05:14,182.1.142.124,"Surabaya, Indonesia",mobile,failed,0.29,API,7
USR025,2025-03-07 17:10:24,182.1.194.12,"Medan, Indonesia",tablet,success,55.17,API,94
USR022,2025-01-04 12:43:43,36.68.201.96,"Bali, Indonesia",tablet,success,57.32,API,29
USR024,2025-03-02 13:52:19,36.68.17.216,"Surabaya, Indonesia",tablet,success,48.94,dashboard,95
USR015,2025-01-07 12:58:26,182.1.229.81,"Semarang, Indonesia",desktop,success,15.7,dashboard,83
USR014,2025-02-20 12:00:10,103.28.0.25,"Bandung, Indonesia",tablet,success,43.3,API,93
USR007,2025-01-07 16:53:00,36.68.121.43,"Jakarta, Indonesia",mobile,success,31.47,API,17
USR034,2025-03-27 12:02:14,103.28.28.2,"Makassar, Indonesia",desktop,success,56.99,API,42
USR040,2025-02-13 12:46:30,114.121.78.12,"Bali, Indonesia",desktop,success,28.0,API,81
USR009,2025-03-22 17:07:02,182.1.97.50,"Jakarta, Indonesia",tablet,success,55.9,dashboard,79
USR003,2025-02-18 13:56:54,36.68.65.16,"Yogyakarta, Indonesia",mobile,success,29.31,dashboard,90
USR015,2025-03-15 10:03:33,103.28.244.241,"Semarang, Indonesia",desktop,success,32.64,dashboard,97
USR014,2025-02-01 17:28:05,182.1.164.103,"Bandung, Indonesia",tablet,success,32.03,admin_panel,53
USR016,2025-02-02 16:24:19,180.244.62.137,"Medan, Indonesia",mobile,success,52.17,dashboard,60
USR010,2025-03-07 10:15:17,36.68.134.180,"Yogyakarta, Indonesia",tablet,success,50.13,dashboard,100
USR028,2025-01-03 10:18:46,114.121.240.89,"Surabaya, Indonesia",mobile,success,32.92,API,97
USR011,2025-03-15 03:15:00,182.1.200.50,"Semarang, Indonesia",mobile,success,12.41,dashboard,152
USR007,2025-03-13 08:03:21,114.121.241.233,"Jakarta, Indonesia",mobile,success,38.35,API,86
USR017,2025-02-16 15:52:27,180.244.48.234,"Yogyakarta, Indonesia",desktop,failed,0.36,admin_panel,9
USR023,2025-02-20 02:07:00,114.121.165.110,"Surabaya, Indonesia",desktop,failed,11.37,dashboard,173
USR029,2025-01-21 10:22:47,103.28.2.92,"Yogyakarta, Indonesia",desktop,success,44.01,dashboard,46
USR010,2025-02-10 10:49:05,103.28.170.162,"Yogyakarta, Indonesia",tablet,failed,22.24,dashboard,67
USR002,2025-01-27 17:09:48,103.28.39.77,"Medan, Indonesia",mobile,success,18.23,API,59
USR005,2025-01-22 10:21:57,103.28.72.247,"Surabaya, Indonesia",tablet,success,2.29,database,32
USR008,2025-01-19 13:19:21,103.28.105.134,"Yogyakarta, Indonesia",mobile,success,31.19,dashboard,99
USR014,2025-03-20 12:44:58,103.28.102.32,"Bandung, Indonesia",tablet,success,9.07,dashboard,66
USR040,2025-03-17 16:50:26,36.68.212.39,"Bali, Indonesia",desktop,success,37.34,API,22
USR004,2025-02-05 10:07:54,103.28.234.108,"Surabaya, Indonesia",tablet,success,23.9,API,87
USR020,2025-03-19 13:18:23,36.68.74.15,"Makassar, Indonesia",desktop,success,50.06,API,16
USR016,2025-02-12 12:03:32,114.121.193.104,"Medan, Indonesia",mobile,success,9.34,dashboard,83
USR002,2025-03-05 10:41:40,36.68.19.171,"Medan, Indonesia",mobile,success,13.34,dashboard,60
USR006,2025-03-29 13:42:22,36.68.148.229,"Semarang, Indonesia",mobile,success,13.66,API,99
USR018,2025-02-07 14:06:54,36.68.203.198,"Surabaya, Indonesia",mobile,failed,0.25,admin_panel,8
USR020,2025-03-23 09:19:26,180.244.46.163,"Makassar, Indonesia",desktop,success,45.15,admin_panel,31
USR014,2025-02-28 15:02:47,114.121.189.236,"Bandung, Indonesia",tablet,failed,38.09,dashboard,25
USR033,2025-01-05 10:31:50,36.68.154.214,"Makassar, Indonesia",mobile,success,35.18,API,31
USR038,2025-02-20 11:53:38,180.244.165.109,"Bandung, Indonesia",tablet,success,35.62,dashboard,1119
USR022,2025-03-03 16:19:49,180.244.73.197,"Bali, Indonesia",tablet,success,50.22,admin_panel,96
USR027,2025-02-15 12:18:10,36.68.155.187,"Yogyakarta, Indonesia",tablet,success,19.32,API,84
USR013,2025-01-25 16:28:08,103.28.93.72,"Medan, Indonesia",mobile,success,53.1,dashboard,80
USR013,2025-01-06 13:59:19,182.1.203.254,"Medan, Indonesia",mobile,success,31.04,dashboard,92
USR016,2025-02-26 14:23:05,198.96.39.235,"Medan, Indonesia",tablet,success,27.87,API,134
USR002,2025-01-08 08:49:50,104.244.194.175,"Medan, Indonesia",desktop,success,24.34,dashboard,119
USR006,2025-01-18 14:55:29,182.1.217.160,"Semarang, Indonesia",mobile,success,33.02,API,67
USR016,2025-01-06 13:24:58,36.68.197.66,"Medan, Indonesia",mobile,success,20.56,admin_panel,57
USR032,2025-02-08 11:13:35,36.68.9.92,"Medan, Indonesia",desktop,success,24.64,dashboard,74
USR034,2025-03-26 10:56:19,114.121.149.172,"Makassar, Indonesia",desktop,success,34.25,database,1725
USR031,2025-02-27 17:00:57,36.68.9.66,"Surabaya, Indonesia",desktop,success,13.22,admin_panel,87
USR037,2025-03-07 14:17:01,103.28.11.253,"Surabaya, Indonesia",tablet,success,36.37,dashboard,22
USR034,2025-03-20 10:44:25,103.28.105.228,"Makassar, Indonesia",desktop,success,48.36,API,99
USR024,2025-03-28 13:27:47,36.68.48.218,"Surabaya, Indonesia",tablet,success,7.52,API,94
USR036,2025-01-12 11:46:56,103.28.212.206,"Medan, Indonesia",tablet,success,14.01,API,64
USR021,2025-01-27 02:05:00,36.68.223.3,"Medan, Indonesia",mobile,success,18.21,dashboard,186
USR021,2025-01-25 10:31:32,103.28.255.226,"Medan, Indonesia",mobile,success,6.27,admin_panel,74
USR014,2025-03-31 17:59:57,36.68.44.207,"Bandung, Indonesia",tablet,success,17.56,dashboard,15
USR007,2025-01-29 03:31:00,114.121.87.202,"Jakarta, Indonesia",mobile,success,19.47,admin_panel,78
USR021,2025-03-16 10:43:49,114.121.128.35,"Medan, Indonesia",mobile,success,11.58,admin_panel,24
USR002,2025-01-30 11:46:08,114.121.11.151,"Medan, Indonesia",mobile,success,11.77,API,14
USR029,2025-01-22 12:13:32,36.68.236.7,"Yogyakarta, Indonesia",desktop,success,43.2,API,58
USR018,2025-02-07 14:11:02,180.244.77.10,"Surabaya, Indonesia",mobile,failed,0.32,database,1
USR015,2025-02-23 11:36:09,103.28.159.233,"Semarang, Indonesia",desktop,success,29.7,dashboard,93
USR013,2025-02-12 11:43:21,180.244.154.191,"Medan, Indonesia",mobile,success,42.59,dashboard,100
USR028,2025-02-21 12:58:03,180.244.248.187,"Surabaya, Indonesia",mobile,success,20.95,dashboard,1132
USR021,2025-02-05 12:41:45,180.244.96.39,"Medan, Indonesia",mobile,success,18.22,dashboard,86
USR015,2025-01-23 09:23:53,114.121.180.244,"Semarang, Indonesia",desktop,success,32.25,dashboard,24
USR021,2025-01-18 11:17:41,36.68.127.142,"Medan, Indonesia",mobile,success,44.66,dashboard,98
USR027,2025-01-21 10:32:08,103.28.234.34,"Yogyakarta, Indonesia",tablet,failed,33.23,API,98
